paper_id,mechanism_id,title,year,review,material,sensor,signal,system,core,trajectory,validation_level,strong_validation_marker,weak_time_only_marker,L3plus,L4,period,metadata_review,material_family,sensor_family,signal_family,system_family,mode,mask
P_007205,MO_001,A magneto-responsive nanomesh biosensor for simultaneous mechanical stimulation and electrochemical detection,2025,0,PEDOT:PSS,biosensor/electrochemical,current signal,portable electronics,biosensor/electrochemical -> current signal -> portable electronics,PEDOT:PSS -> biosensor/electrochemical -> current signal -> portable electronics,3,0,0,1,0,2022-25,0,conductive polymer,gas/chemical,current,other,Higher-order recombination,"(0, 0, 0)"
P_007225,MO_001,Kombucha electronics: electronic circuits on kombucha mats,2023,0,hydrogel,resistive sensor,resistance/conductivity change,wearable/flexible electronics,resistive sensor -> resistance/conductivity change -> wearable/flexible electronics,hydrogel -> resistive sensor -> resistance/conductivity change -> wearable/flexible electronics,3,0,0,1,0,2022-25,0,hydrogel/organogel,electrical,resistance/conductance,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_007479,MO_001,Ultrarobust subzero healable materials enabled by polyphenol nano-assemblies,2023,0,metal,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,metal -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25,0,metal,mechanical,resistance/conductance,motion/human activity,Material implementation,"(1, 0, 0)"
P_007643,MO_001,Sensitivity and quality factor improvement of photonic crystal sensors by geometrical optimization of waveguides and micro-ring resonators combination,2024,0,polymer/elastomer,optical sensor,frequency/wavelength signal,environmental monitoring,optical sensor -> frequency/wavelength signal -> environmental monitoring,polymer/elastomer -> optical sensor -> frequency/wavelength signal -> environmental monitoring,3,0,0,1,0,2022-25,0,elastomer/polymer,optical,frequency/wavelength,environmental,Higher-order recombination,"(0, 0, 0)"
P_007651,MO_001,Integrating artificial intelligence for optimal thermal comfort: A design approach for electric heating textiles aligned with user preferences,2024,0,Ag/AgNW,electrode,temperature/thermal signal,wireless/IoT,electrode -> temperature/thermal signal -> wireless/IoT,Ag/AgNW -> electrode -> temperature/thermal signal -> wireless/IoT,3,0,0,1,0,2022-25,0,metal,bio/electrochemical,other,interface/readout,Higher-order recombination,"(0, 0, 0)"
P_007865,MO_001,Capacitive in-sensor tactile computing,2025,0,Au,pressure sensor,capacitance change,robotics/tactile,pressure sensor -> capacitance change -> robotics/tactile,Au -> pressure sensor -> capacitance change -> robotics/tactile,3,0,0,1,0,2022-25,0,metal,mechanical,capacitance,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_007922,MO_001,Environmental formaldehyde sensing at room temperature by smartphone-assisted and wearable plasmonic nanohybrids,2023,0,Ag/AgNW,wearable/e-skin,resistance/conductivity change,wearable/flexible electronics,wearable/e-skin -> resistance/conductivity change -> wearable/flexible electronics,Ag/AgNW -> wearable/e-skin -> resistance/conductivity change -> wearable/flexible electronics,3,0,0,1,0,2022-25,0,metal,wearable/e-skin,resistance/conductance,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_008015,MO_001,Self-rerouting sensor network for electronic skin resilient to severe damage,2025,0,Cu/Ni,wearable/e-skin,physiological signal,robotics/tactile,wearable/e-skin -> physiological signal -> robotics/tactile,Cu/Ni -> wearable/e-skin -> physiological signal -> robotics/tactile,3,0,0,1,0,2022-25,0,metal,wearable/e-skin,other,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_008059,MO_001,Advancements in surface plasmon resonance sensors for real-time detection of chemical analytes: sensing materials and applications,2025,0,graphene/rGO,optical sensor,frequency/wavelength signal,environmental monitoring,optical sensor -> frequency/wavelength signal -> environmental monitoring,graphene/rGO -> optical sensor -> frequency/wavelength signal -> environmental monitoring,3,0,0,1,0,2022-25,1,carbon,optical,frequency/wavelength,environmental,Higher-order recombination,"(0, 0, 0)"
P_008248,MO_001,"Highly pixelated, untethered tactile interfaces for an ultra-flexible on-skin telehaptic system",2022,0,Au,tactile sensor,resistance/conductivity change,robotics/tactile,tactile sensor -> resistance/conductivity change -> robotics/tactile,Au -> tactile sensor -> resistance/conductivity change -> robotics/tactile,3,0,0,1,0,2022-25,0,metal,mechanical,resistance/conductance,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_008502,MO_001,Chronologic Analysis of MXene-Functionalized Smart Textiles,2025,0,MXene,strain sensor,mechanical deformation,motion monitoring,strain sensor -> mechanical deformation -> motion monitoring,MXene -> strain sensor -> mechanical deformation -> motion monitoring,3,0,0,1,0,2022-25,1,carbon,mechanical,mechanical,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_008513,MO_001,"""Three-in-One"" Multi-Scale Structural Design of Carbon Fiber-Based Composites for Personal Electromagnetic Protection and Thermal Management",2023,0,Ag/AgNW,wearable/e-skin,temperature/thermal signal,rehabilitation,wearable/e-skin -> temperature/thermal signal -> rehabilitation,Ag/AgNW -> wearable/e-skin -> temperature/thermal signal -> rehabilitation,3,0,0,1,0,2022-25,0,metal,wearable/e-skin,other,other,Application transfer,"(0, 0, 1)"
P_008567,MO_001,Toward scalable fabrication of electrochemical paper sensor without surface functionalization,2022,0,graphene/rGO,gas/chemical sensor,current signal,portable electronics,gas/chemical sensor -> current signal -> portable electronics,graphene/rGO -> gas/chemical sensor -> current signal -> portable electronics,3,0,0,1,0,2022-25,0,carbon,gas/chemical,current,other,Higher-order recombination,"(0, 0, 0)"
P_008605,MO_001,A Generic Strategy to Create Mechanically Interlocked Nanocomposite/Hydrogel Hybrid Electrodes for Epidermal Electronics,2024,0,hydrogel,electrode,physiological signal,HMI,electrode -> physiological signal -> HMI,hydrogel -> electrode -> physiological signal -> HMI,3,0,0,1,0,2022-25,0,hydrogel/organogel,bio/electrochemical,other,other,Higher-order recombination,"(0, 0, 0)"
P_008680,MO_001,Intrinsically stretchable light-emitting drawing displays,2024,0,hydrogel,tactile sensor,capacitance change,HMI,tactile sensor -> capacitance change -> HMI,hydrogel -> tactile sensor -> capacitance change -> HMI,3,0,0,1,0,2022-25,0,hydrogel/organogel,mechanical,capacitance,other,Higher-order recombination,"(0, 0, 0)"
P_009005,MO_001,Integration of multiple electronic components on a microfibre towards an emerging electronic textile platform,2022,0,Cu/Ni,temperature sensor,voltage output,wearable/flexible electronics,temperature sensor -> voltage output -> wearable/flexible electronics,Cu/Ni -> temperature sensor -> voltage output -> wearable/flexible electronics,3,0,0,1,0,2022-25,0,metal,thermal,voltage,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_009026,MO_001,Adaptive Printing of Conductive Microfibers for Seamless Functional Enhancement Across Diverse Surfaces and Shapes,2025,0,graphene/rGO,humidity sensor,resistance/conductivity change,HMI,humidity sensor -> resistance/conductivity change -> HMI,graphene/rGO -> humidity sensor -> resistance/conductivity change -> HMI,3,0,0,1,0,2022-25,0,carbon,humidity/moisture,resistance/conductance,other,Higher-order recombination,"(0, 0, 0)"
P_009125,MO_001,Advanced Fiber Materials for Wearable Electronics,2022,0,MXene,strain sensor,resistance/conductivity change,HMI,strain sensor -> resistance/conductivity change -> HMI,MXene -> strain sensor -> resistance/conductivity change -> HMI,3,0,0,1,0,2022-25,1,carbon,mechanical,resistance/conductance,other,Higher-order recombination,"(0, 0, 0)"
P_009200,MO_001,A Smart Belt With Embroidered Antenna-Based Sensor for Real-Time Respiratory Monitoring,2025,0,Ag/AgNW,wearable/e-skin,mechanical deformation,wireless/IoT,wearable/e-skin -> mechanical deformation -> wireless/IoT,Ag/AgNW -> wearable/e-skin -> mechanical deformation -> wireless/IoT,3,0,0,1,0,2022-25,0,metal,wearable/e-skin,mechanical,interface/readout,Higher-order recombination,"(0, 0, 0)"
P_009328,MO_001,All-cellulose-derived humidity sensor prepared <i>via</i> direct laser writing of conductive and moisture-stable electrodes on TEMPO-oxidized cellulose paper,2022,0,cellulose/cotton/silk,electrode,resistance/conductivity change,motion monitoring,electrode -> resistance/conductivity change -> motion monitoring,cellulose/cotton/silk -> electrode -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25,0,textile/fibre,bio/electrochemical,resistance/conductance,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_009430,MO_001,Stretchable electronic strips for electronic textiles enabled by 3D helical structure,2024,0,Cu/Ni,temperature sensor,resistance/conductivity change,health monitoring,temperature sensor -> resistance/conductivity change -> health monitoring,Cu/Ni -> temperature sensor -> resistance/conductivity change -> health monitoring,3,0,0,1,0,2022-25,0,metal,thermal,resistance/conductance,healthcare,Higher-order recombination,"(0, 0, 0)"
P_009523,MO_001,Biointerface Fiber Technology from Electrospinning to Inflight Printing,2023,0,graphene/rGO,fiber sensor,resistance/conductivity change,health monitoring,fiber sensor -> resistance/conductivity change -> health monitoring,graphene/rGO -> fiber sensor -> resistance/conductivity change -> health monitoring,3,0,0,1,0,2022-25,0,carbon,optical,resistance/conductance,healthcare,Higher-order recombination,"(0, 0, 0)"
P_009688,MO_001,"Simultaneous strain, strain rate and temperature sensing based on a single active layer of Te nanowires",2025,0,Ag/AgNW,wearable/e-skin,resistance/conductivity change,motion monitoring,wearable/e-skin -> resistance/conductivity change -> motion monitoring,Ag/AgNW -> wearable/e-skin -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25,0,metal,wearable/e-skin,resistance/conductance,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_009828,MO_001,Garment embedded sweat-activated batteries in wearable electronics for continuous sweat monitoring,2022,0,graphene/rGO,pH sensor,voltage output,sweat/biomarker monitoring,pH sensor -> voltage output -> sweat/biomarker monitoring,graphene/rGO -> pH sensor -> voltage output -> sweat/biomarker monitoring,3,0,0,1,0,2022-25,0,carbon,gas/chemical,voltage,other,Higher-order recombination,"(0, 0, 0)"
P_009974,MO_001,Ultrastrong and multifunctional aerogels with hyperconnective network of composite polymeric nanofibers,2022,0,hydrogel,temperature sensor,temperature/thermal signal,wearable/flexible electronics,temperature sensor -> temperature/thermal signal -> wearable/flexible electronics,hydrogel -> temperature sensor -> temperature/thermal signal -> wearable/flexible electronics,3,0,0,1,0,2022-25,0,hydrogel/organogel,thermal,other,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_010362,MO_001,Designing a terahertz optical sensor based on helically twisted photonic crystal fiber for toxic gas sensing,2025,0,polymer/elastomer,pressure sensor,performance metric,environmental monitoring,pressure sensor -> performance metric -> environmental monitoring,polymer/elastomer -> pressure sensor -> performance metric -> environmental monitoring,3,0,0,1,0,2022-25,0,elastomer/polymer,mechanical,other,environmental,Higher-order recombination,"(0, 0, 0)"
P_010427,MO_001,Polymer-constrained excimer enables flexible and self-healable optoelectronic elastomer for mechanical sensor,2025,0,polymer/elastomer,electrode,voltage output,motion monitoring,electrode -> voltage output -> motion monitoring,polymer/elastomer -> electrode -> voltage output -> motion monitoring,3,0,0,1,0,2022-25,0,elastomer/polymer,bio/electrochemical,voltage,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_010668,MO_001,High sensitivity tapered fiber refractive index biosensor using hollow gold nanoparticles,2025,0,Au,fiber sensor,frequency/wavelength signal,health monitoring,fiber sensor -> frequency/wavelength signal -> health monitoring,Au -> fiber sensor -> frequency/wavelength signal -> health monitoring,3,0,0,1,0,2022-25,0,metal,optical,frequency/wavelength,healthcare,Higher-order recombination,"(0, 0, 0)"
P_010702,MO_001,Borate driven heterogeneous networks for porous elastomers with improved tribological and mechanical performances,2025,0,carbon fiber,strain sensor,resistance/conductivity change,robotics/tactile,strain sensor -> resistance/conductivity change -> robotics/tactile,carbon fiber -> strain sensor -> resistance/conductivity change -> robotics/tactile,3,0,0,1,0,2022-25,0,carbon,mechanical,resistance/conductance,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_010775,MO_010,Sensory interactive fibers and textiles,2025,0,graphene/rGO,capacitive sensor,capacitance change,motion monitoring,capacitive sensor -> capacitance change -> motion monitoring,graphene/rGO -> capacitive sensor -> capacitance change -> motion monitoring,3,0,0,1,0,2022-25,1,carbon,electrical,capacitance,motion/human activity,Material implementation,"(1, 0, 0)"
P_011055,MO_001,Artificial organic afferent nerves enable closed-loop tactile feedback for intelligent robot,2024,0,ionogel/ionic liquid,tactile sensor,current signal,robotics/tactile,tactile sensor -> current signal -> robotics/tactile,ionogel/ionic liquid -> tactile sensor -> current signal -> robotics/tactile,3,0,0,1,0,2022-25,0,hydrogel/organogel,mechanical,current,motion/human activity,Multi-layer novelty,"(1, 1, 0)"
P_011076,MO_001,Natural oxidase-mimicking copper-organic frameworks for targeted identification of ascorbate in sensitive sweat sensing,2023,0,Cu/Ni,electrode,current signal,wearable/flexible electronics,electrode -> current signal -> wearable/flexible electronics,Cu/Ni -> electrode -> current signal -> wearable/flexible electronics,3,0,0,1,0,2022-25,0,metal,bio/electrochemical,current,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_011089,MO_001,A Sensorized 3-D Printed Gap-Gauge Aiming to Improve Knee Prosthesis Survival,2024,0,TPU/PU,capacitive sensor,capacitance change,portable electronics,capacitive sensor -> capacitance change -> portable electronics,TPU/PU -> capacitive sensor -> capacitance change -> portable electronics,3,0,0,1,0,2022-25,0,other,electrical,capacitance,other,Material implementation,"(1, 0, 0)"
P_011108,MO_001,Development of a comfort suit-type soft-wearable robot with flexible artificial muscles for walking assistance,2023,0,textile/yarn/fabric,pressure sensor,temperature/thermal signal,motion monitoring,pressure sensor -> temperature/thermal signal -> motion monitoring,textile/yarn/fabric -> pressure sensor -> temperature/thermal signal -> motion monitoring,3,0,0,1,0,2022-25,0,textile/fibre,mechanical,other,motion/human activity,Multi-layer novelty,"(0, 1, 1)"
