paper_id,mechanism_id,title,year,review,material,sensor,signal,system,core,trajectory,validation_level,strong_validation_marker,weak_time_only_marker,L3plus,L4,period
P_MS3T_002542,MO_001,Stretchable and High‐Performance Fibrous Sensors Based on Ionic Capacitive Sensing for Wearable Healthcare Monitoring,2024,0,Cu/Ni,pressure sensor,capacitance change,health monitoring,pressure sensor -> capacitance change -> health monitoring,Cu/Ni -> pressure sensor -> capacitance change -> health monitoring,4,0,1,1,1,2022-25
P_MS3T_002557,MO_003,Flexible and wearable acoustic wave technologies,2023,0,graphene/rGO,humidity sensor,frequency/wavelength signal,health monitoring,humidity sensor -> frequency/wavelength signal -> health monitoring,graphene/rGO -> humidity sensor -> frequency/wavelength signal -> health monitoring,4,0,1,1,1,2022-25
P_MS3T_002561,MO_001,A Fiber-Optic Non-Invasive Swallowing Assessment Device Based on a Wearable Pressure Sensor,2023,0,textile/yarn/fabric,pressure sensor,optical/fluorescence,wearable/flexible electronics,pressure sensor -> optical/fluorescence -> wearable/flexible electronics,textile/yarn/fabric -> pressure sensor -> optical/fluorescence -> wearable/flexible electronics,4,0,0,1,1,2022-25
P_MS3T_002745,MO_001,Structure and Wiring Optimized TT/MT Double‐Helical Fiber Sensors: Fabrication and Applications in Human Motion Monitoring and Gesture Recognition,2025,0,CNT,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,CNT -> strain sensor -> resistance/conductivity change -> motion monitoring,4,0,1,1,1,2022-25
P_MS3T_002778,MO_001,Flexible and Twistable ZnMn<sub>2</sub>O<sub>4</sub>-Electrodeposited Yarn Supercapacitors for Wearable Electronics,2025,0,textile/yarn/fabric,electrode,capacitance change,wearable/flexible electronics,electrode -> capacitance change -> wearable/flexible electronics,textile/yarn/fabric -> electrode -> capacitance change -> wearable/flexible electronics,4,0,1,1,1,2022-25
P_MS3T_002861,MO_001,A Textile Sensor for Long Durations of Human Motion Capture,2019,0,Ag/AgNW,electrode,resistance/conductivity change,wearable/flexible electronics,electrode -> resistance/conductivity change -> wearable/flexible electronics,Ag/AgNW -> electrode -> resistance/conductivity change -> wearable/flexible electronics,4,0,1,1,1,2018-21
P_MS3T_002927,MO_001,"A wireless, self-powered smart insole for gait monitoring and recognition via nonlinear synergistic pressure sensing",2025,0,CNT,pressure sensor,current signal,wireless/IoT,pressure sensor -> current signal -> wireless/IoT,CNT -> pressure sensor -> current signal -> wireless/IoT,4,0,1,1,1,2022-25
P_MS3T_002994,MO_001,Humidity Sensor Composed of Laser-Induced Graphene Electrode and Graphene Oxide for Monitoring Respiration and Skin Moisture,2023,0,graphene/rGO,humidity sensor,capacitance change,environmental monitoring,humidity sensor -> capacitance change -> environmental monitoring,graphene/rGO -> humidity sensor -> capacitance change -> environmental monitoring,4,0,1,1,1,2022-25
P_MS3T_003019,MO_001,Stretchable Nanofiber-Based Felt as a String Electrode for Potential Use in Wearable Glucose Biosensors,2024,0,PEDOT:PSS,gas/chemical sensor,current signal,wearable/flexible electronics,gas/chemical sensor -> current signal -> wearable/flexible electronics,PEDOT:PSS -> gas/chemical sensor -> current signal -> wearable/flexible electronics,4,0,0,1,1,2022-25
P_MS3T_003117,MO_001,Halide‐Tunable Bond Engineering for High‐Performance Multi‐Responsive Piezoelectric Sensors via Enhanced Electrostatic Polarization in In Situ Perovskite‐Embedded PVDF Nanofibers,2025,0,PVDF,piezoelectric sensor,voltage output,wearable/flexible electronics,piezoelectric sensor -> voltage output -> wearable/flexible electronics,PVDF -> piezoelectric sensor -> voltage output -> wearable/flexible electronics,4,0,1,1,1,2022-25
P_MS3T_003247,MO_001,Screen-printed electrode designed with MXene/doped-polyindole and MWCNT/doped-polyindole for chronoamperometric enzymatic glucose sensor,2024,0,CNT,biosensor/electrochemical,current signal,health monitoring,biosensor/electrochemical -> current signal -> health monitoring,CNT -> biosensor/electrochemical -> current signal -> health monitoring,4,0,0,1,1,2022-25
P_MS3T_003336,MO_001,Fabrication of Stretchable Copper Coated Carbon Nanotube Conductor for Non-Enzymatic Glucose Detection Electrode with Low Detection Limit and Selectivity,2018,0,CNT,electrode,current signal,wearable/flexible electronics,electrode -> current signal -> wearable/flexible electronics,CNT -> electrode -> current signal -> wearable/flexible electronics,4,0,1,1,1,2018-21
P_MS3T_003559,MO_001,Tough Hydrogel Reinforced by Meta-Aramid Nanofibers for Flexible Sensors,2025,0,hydrogel,pressure sensor,resistance/conductivity change,motion monitoring,pressure sensor -> resistance/conductivity change -> motion monitoring,hydrogel -> pressure sensor -> resistance/conductivity change -> motion monitoring,4,0,1,1,1,2022-25
P_MS3T_003689,MO_001,Nanostructured Materials in Glucose Biosensing: From Fundamentals to Smart Healthcare Applications,2025,0,graphene/rGO,gas/chemical sensor,current signal,wearable/flexible electronics,gas/chemical sensor -> current signal -> wearable/flexible electronics,graphene/rGO -> gas/chemical sensor -> current signal -> wearable/flexible electronics,4,0,1,1,1,2022-25
P_MS3T_003692,MO_001,A Wearable System Featuring Biomimetic Spatially Distributed Iontronic Sensing Array for Dynamic Monitoring of Deep Tissue Modulus,2025,0,Cu/Ni,pressure sensor,resistance/conductivity change,wearable/flexible electronics,pressure sensor -> resistance/conductivity change -> wearable/flexible electronics,Cu/Ni -> pressure sensor -> resistance/conductivity change -> wearable/flexible electronics,4,0,1,1,1,2022-25
P_MS3T_003795,MO_001,ZnO/PVDF Nanogenerators with Hemisphere-Patterned PDMS for Enhanced Piezoelectric Performance,2025,0,PVDF,piezoelectric sensor,voltage output,wearable/flexible electronics,piezoelectric sensor -> voltage output -> wearable/flexible electronics,PVDF -> piezoelectric sensor -> voltage output -> wearable/flexible electronics,4,0,1,1,1,2022-25
P_MS3T_004463,MO_001,A Novel PDMS-Based Flexible Thermoelectric Generator Fabricated by Ag2Se and PEDOT:PSS/Multi-Walled Carbon Nanotubes with High Output Performance Optimized by Embedded Eutectic Gallium–Indium Electrodes,2024,0,CNT,electrode,voltage output,wearable/flexible electronics,electrode -> voltage output -> wearable/flexible electronics,CNT -> electrode -> voltage output -> wearable/flexible electronics,4,0,0,1,1,2022-25
P_MS3T_004775,MO_001,Cesium Lead Halide Perovskite Decorated Polyvinylidene Fluoride Nanofibers for Wearable Piezoelectric Nanogenerator Yarns,2023,0,PVDF,piezoelectric sensor,voltage output,wearable/flexible electronics,piezoelectric sensor -> voltage output -> wearable/flexible electronics,PVDF -> piezoelectric sensor -> voltage output -> wearable/flexible electronics,4,0,1,1,1,2022-25
P_MS3T_004828,MO_001,A wearable system to detect urine leakage based on a textile sensor,2020,0,Ag/AgNW,humidity sensor,capacitance change,wearable/flexible electronics,humidity sensor -> capacitance change -> wearable/flexible electronics,Ag/AgNW -> humidity sensor -> capacitance change -> wearable/flexible electronics,4,0,0,1,1,2018-21
P_MS3T_004829,MO_001,"Highly stretchable, mechanically stable, and weavable reduced graphene oxide yarn with high NO<sub>2</sub> sensitivity for wearable gas sensors",2018,0,graphene/rGO,gas/chemical sensor,resistance/conductivity change,wearable/flexible electronics,gas/chemical sensor -> resistance/conductivity change -> wearable/flexible electronics,graphene/rGO -> gas/chemical sensor -> resistance/conductivity change -> wearable/flexible electronics,4,0,1,1,1,2018-21
P_MS3T_004901,MO_001,Comparative Study on Conductive Knitted Fabric Electrodes for Long-Term Electrocardiography Monitoring: Silver-Plated and PEDOT:PSS Coated Fabrics,2018,0,PEDOT:PSS,electrode,physiological signal,portable electronics,electrode -> physiological signal -> portable electronics,PEDOT:PSS -> electrode -> physiological signal -> portable electronics,4,0,0,1,1,2018-21
DL1234_0001_10.1016_j.cej.2020.127720,MO_001,Conductive MXene/cotton fabric based pressure sensor with both high sensitivity and wide sensing range for human motion detection and E-skin,2020,0,MXene,pressure sensor,current signal,health monitoring,pressure sensor -> current signal -> health monitoring,MXene -> pressure sensor -> current signal -> health monitoring,3,0,0,1,0,2018-21
DL1234_0003_10.1002_adma.201804944,MO_001,A Stretchable Yarn Embedded Triboelectric Nanogenerator as Electronic Skin for Biomechanical Energy Harvesting and Multifunctional Pressure Sensing,2018,0,Ag/AgNW,triboelectric sensor,voltage output,health monitoring,triboelectric sensor -> voltage output -> health monitoring,Ag/AgNW -> triboelectric sensor -> voltage output -> health monitoring,3,0,0,1,0,2018-21
DL1234_0004_10.1016_j.cej.2024.151853,MO_001,Tunable porous fiber-shaped strain sensor with synergistic conductive network for human motion recognition and tactile sensing,2024,0,textile/yarn/fabric,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,textile/yarn/fabric -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25
DL1234_0006_10.1002_smll.202204365,MO_001,Carbon Dots-Based Ultrastretchable and Conductive Hydrogels for High-Performance Tactile Sensors and Self-Powered Electronic Skin,2022,0,hydrogel,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,hydrogel -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25
DL1234_0006_10.1002_smll.202204365,MO_002,Carbon Dots-Based Ultrastretchable and Conductive Hydrogels for High-Performance Tactile Sensors and Self-Powered Electronic Skin,2022,0,hydrogel,triboelectric sensor,voltage output,wearable/flexible electronics,triboelectric sensor -> voltage output -> wearable/flexible electronics,hydrogel -> triboelectric sensor -> voltage output -> wearable/flexible electronics,3,0,0,1,0,2022-25
DL1234_0008_10.1016_j.nanoen.2022.107137,MO_001,Skin-inspired textile-based tactile sensors enable multifunctional sensing of wearables and soft robots,2022,0,CNT,resistive sensor,current signal,health monitoring,resistive sensor -> current signal -> health monitoring,CNT -> resistive sensor -> current signal -> health monitoring,3,0,0,1,0,2022-25
DL1234_0008_10.1016_j.nanoen.2022.107137,MO_003,Skin-inspired textile-based tactile sensors enable multifunctional sensing of wearables and soft robots,2022,0,CNT,tactile sensor,resistance/conductivity change,motion monitoring,tactile sensor -> resistance/conductivity change -> motion monitoring,CNT -> tactile sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25
DL1234_0009_10.1002_smll.202407168,MO_001,Flexible Sensors with Enhanced Sensitivity and Broadened Detection Range Through Conformal Printing and Space-Confined Design,2024,0,MXene,resistive sensor,current signal,health monitoring,resistive sensor -> current signal -> health monitoring,MXene -> resistive sensor -> current signal -> health monitoring,3,0,0,1,0,2022-25
DL1234_0010_10.1002_smll.202303038,MO_001,A Simple and Effective Physical Ball-Milling Strategy to Prepare Super-Tough and Stretchable PVA@MXene@PPy Hydrogel for Flexible Capacitive Electronics,2023,0,MXene,strain sensor,capacitance change,health monitoring,strain sensor -> capacitance change -> health monitoring,MXene -> strain sensor -> capacitance change -> health monitoring,3,0,0,1,0,2022-25
DL1234_0011_10.1016_j.cej.2021.133458,MO_001,Bionic MXene based hybrid film design for an ultrasensitive piezoresistive pressure sensor,2021,0,MXene,pressure sensor,resistance/conductivity change,health monitoring,pressure sensor -> resistance/conductivity change -> health monitoring,MXene -> pressure sensor -> resistance/conductivity change -> health monitoring,3,0,0,1,0,2018-21
DL1234_0012_10.1002_adfm.201707503,MO_001,Flexible Normal-Tangential Force Sensor with Opposite Resistance Responding for Highly Sensitive Artificial Skin,2017,0,graphene/rGO,wearable/e-skin,resistance/conductivity change,health monitoring,wearable/e-skin -> resistance/conductivity change -> health monitoring,graphene/rGO -> wearable/e-skin -> resistance/conductivity change -> health monitoring,3,0,0,1,0,2010-17
DL1234_0014_10.1016_j.nanoen.2020.105663,MO_001,A flexible ultra-sensitive triboelectric tactile sensor of wrinkled PDMS/MXene composite films for E-skin,2020,0,MXene,tactile sensor,voltage output,health monitoring,tactile sensor -> voltage output -> health monitoring,MXene -> tactile sensor -> voltage output -> health monitoring,3,0,0,1,0,2018-21
DL1234_0015_10.1002_smll.201803018,MO_001,A Flexible Wearable Pressure Sensor with Bioinspired Microcrack and Interlocking for Full-Range Human-Machine Interfacing,2018,0,graphene/rGO,pressure sensor,resistance/conductivity change,health monitoring,pressure sensor -> resistance/conductivity change -> health monitoring,graphene/rGO -> pressure sensor -> resistance/conductivity change -> health monitoring,3,0,0,1,0,2018-21
DL1234_0016_10.1016_j.nanoen.2019.05.046,MO_001,A stretchable dual-mode sensor array for multifunctional robotic electronic skin,2019,0,liquid metal,capacitive sensor,capacitance change,wearable/flexible electronics,capacitive sensor -> capacitance change -> wearable/flexible electronics,liquid metal -> capacitive sensor -> capacitance change -> wearable/flexible electronics,3,0,0,1,0,2018-21
DL1234_0017_10.1016_j.nanoen.2020.105064,MO_002,Highly stretchable and self-healing strain sensors for motion detection in wireless human-machine interface,2020,0,hydrogel,strain sensor,resistance/conductivity change,robotics/tactile,strain sensor -> resistance/conductivity change -> robotics/tactile,hydrogel -> strain sensor -> resistance/conductivity change -> robotics/tactile,3,0,0,1,0,2018-21
DL1234_0018_10.1002_smll.201700944,MO_001,Binary Synergistic Sensitivity Strengthening of Bioinspired Hierarchical Architectures based on Fragmentized Reduced Graphene Oxide Sponge and Silver Nanoparticles for Strain Sensors and Beyond,2017,0,Ag/AgNW,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,Ag/AgNW -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2010-17
DL1234_0020_10.1016_j.nanoen.2022.107077,MO_001,"Stretchable and transparent multimodal electronic-skin sensors in detecting strain, temperature, and humidity",2022,0,PET/PI/PVA,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,PET/PI/PVA -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25
